"geo_id","city","cases","population","rate"
"610345","Campbell","237","42470","558"
"617610","Cupertino","86","60614","142"
"629504","Gilroy","836","55525","1506"
"643280","Los Altos","81","30588","265"
"643294","Los Altos Hills","21","8517","247"
"644112","Los Gatos","89","30922","288"
"647766","Milpitas","338","77457","436"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","372","43876","848"
"649670","Mountain View","285","80993","352"
"0","Other/Unknown","651","0",
"655282","Palo Alto","183","67019","273"
"668000","San Jose","8836","1026658","861"
"669084","Santa Clara","637","126209","505"
"670280","Saratoga","63","30886","204"
"677000","Sunnyvale","608","152323","399"
