"geo_id","city","cases","population","rate"
"610345","Campbell","6155","42470","14493"
"617610","Cupertino","4024","60614","6639"
"629504","Gilroy","15044","55525","27094"
"643280","Los Altos","2394","30588","7827"
"643294","Los Altos Hills","679","8517","7972"
"644112","Los Gatos","4138","30922","13382"
"647766","Milpitas","10022","77457","12939"
"648956","Monte Sereno","340","3492","9737"
"649278","Morgan Hill","9291","43876","21176"
"649670","Mountain View","8122","80993","10028"
"0","Other/Unknown","14732","0",
"655282","Palo Alto","5278","67019","7875"
"668000","San Jose","186241","1026658","18141"
"669084","Santa Clara","16464","126209","13045"
"670280","Saratoga","2291","30886","7418"
"677000","Sunnyvale","15838","152323","10398"
