"geo_id","city","cases","population","rate"
"610345","Campbell","1861","42470","4382"
"617610","Cupertino","792","60614","1307"
"629504","Gilroy","7073","55525","12738"
"643280","Los Altos","619","30588","2024"
"643294","Los Altos Hills","183","8517","2149"
"644112","Los Gatos","1066","30922","3447"
"647766","Milpitas","3258","77457","4206"
"648956","Monte Sereno","74","3492","2119"
"649278","Morgan Hill","3287","43876","7492"
"649670","Mountain View","2733","80993","3374"
"0","Other/Unknown","4185","0",
"655282","Palo Alto","1342","67019","2002"
"668000","San Jose","70949","1026658","6911"
"669084","Santa Clara","4796","126209","3800"
"670280","Saratoga","560","30886","1813"
"677000","Sunnyvale","4991","152323","3277"
