"geo_id","city","cases","population","rate"
"610345","Campbell","1399","42470","3294"
"617610","Cupertino","607","60614","1001"
"629504","Gilroy","5383","55525","9695"
"643280","Los Altos","470","30588","1537"
"643294","Los Altos Hills","148","8517","1738"
"644112","Los Gatos","799","30922","2584"
"647766","Milpitas","2387","77457","3082"
"648956","Monte Sereno","62","3492","1775"
"649278","Morgan Hill","2418","43876","5511"
"649670","Mountain View","2012","80993","2484"
"0","Other/Unknown","3362","0",
"655282","Palo Alto","955","67019","1425"
"668000","San Jose","53019","1026658","5164"
"669084","Santa Clara","3460","126209","2741"
"670280","Saratoga","418","30886","1353"
"677000","Sunnyvale","3567","152323","2342"
