"geo_id","city","cases","population","rate"
"610345","Campbell","1918","42470","4516"
"617610","Cupertino","818","60614","1350"
"629504","Gilroy","7333","55525","13207"
"643280","Los Altos","638","30588","2086"
"643294","Los Altos Hills","208","8517","2442"
"644112","Los Gatos","1120","30922","3622"
"647766","Milpitas","3364","77457","4343"
"648956","Monte Sereno","80","3492","2291"
"649278","Morgan Hill","3413","43876","7779"
"649670","Mountain View","2840","80993","3506"
"0","Other/Unknown","4217","0",
"655282","Palo Alto","1381","67019","2061"
"668000","San Jose","73681","1026658","7177"
"669084","Santa Clara","5032","126209","3987"
"670280","Saratoga","594","30886","1923"
"677000","Sunnyvale","5177","152323","3399"
