"geo_id","city","cases","population","rate"
"610345","Campbell","1908","42470","4493"
"617610","Cupertino","819","60614","1351"
"629504","Gilroy","7297","55525","13142"
"643280","Los Altos","635","30588","2076"
"643294","Los Altos Hills","206","8517","2419"
"644112","Los Gatos","1104","30922","3570"
"647766","Milpitas","3355","77457","4331"
"648956","Monte Sereno","78","3492","2234"
"649278","Morgan Hill","3389","43876","7724"
"649670","Mountain View","2807","80993","3466"
"0","Other/Unknown","4221","0",
"655282","Palo Alto","1364","67019","2035"
"668000","San Jose","73180","1026658","7128"
"669084","Santa Clara","4991","126209","3955"
"670280","Saratoga","587","30886","1901"
"677000","Sunnyvale","5135","152323","3371"
