"geo_id","city","cases","population","rate"
"610345","Campbell","479","42470","1128"
"617610","Cupertino","171","60614","282"
"629504","Gilroy","1855","55525","3341"
"643280","Los Altos","155","30588","507"
"643294","Los Altos Hills","46","8517","540"
"644112","Los Gatos","227","30922","734"
"647766","Milpitas","716","77457","924"
"648956","Monte Sereno","24","3492","687"
"649278","Morgan Hill","767","43876","1748"
"649670","Mountain View","702","80993","867"
"0","Other/Unknown","1046","0",
"655282","Palo Alto","356","67019","531"
"668000","San Jose","17831","1026658","1737"
"669084","Santa Clara","1269","126209","1005"
"670280","Saratoga","157","30886","508"
"677000","Sunnyvale","1171","152323","769"
