"geo_id","city","cases","population","rate"
"610345","Campbell","1973","42470","4646"
"617610","Cupertino","847","60614","1397"
"629504","Gilroy","7444","55525","13407"
"643280","Los Altos","649","30588","2122"
"643294","Los Altos Hills","220","8517","2583"
"644112","Los Gatos","1162","30922","3758"
"647766","Milpitas","3474","77457","4485"
"648956","Monte Sereno","87","3492","2491"
"649278","Morgan Hill","3523","43876","8029"
"649670","Mountain View","2933","80993","3621"
"0","Other/Unknown","4199","0",
"655282","Palo Alto","1434","67019","2140"
"668000","San Jose","75540","1026658","7358"
"669084","Santa Clara","5230","126209","4144"
"670280","Saratoga","613","30886","1985"
"677000","Sunnyvale","5355","152323","3516"
