"geo_id","city","cases","population","rate"
"610345","Campbell","5829","42470","13725"
"617610","Cupertino","3776","60614","6230"
"629504","Gilroy","14495","55525","26105"
"643280","Los Altos","2282","30588","7460"
"643294","Los Altos Hills","650","8517","7632"
"644112","Los Gatos","3912","30922","12651"
"647766","Milpitas","9581","77457","12369"
"648956","Monte Sereno","325","3492","9307"
"649278","Morgan Hill","8854","43876","20180"
"649670","Mountain View","7750","80993","9569"
"0","Other/Unknown","13682","0",
"655282","Palo Alto","4991","67019","7447"
"668000","San Jose","178919","1026658","17427"
"669084","Santa Clara","15652","126209","12402"
"670280","Saratoga","2164","30886","7006"
"677000","Sunnyvale","15108","152323","9918"
