"geo_id","city","cases","population","rate"
"610345","Campbell","367","42470","864"
"617610","Cupertino","131","60614","216"
"629504","Gilroy","1583","55525","2851"
"643280","Los Altos","124","30588","405"
"643294","Los Altos Hills","35","8517","411"
"644112","Los Gatos","181","30922","585"
"647766","Milpitas","571","77457","737"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","622","43876","1418"
"649670","Mountain View","601","80993","742"
"0","Other/Unknown","857","0",
"655282","Palo Alto","303","67019","452"
"668000","San Jose","14458","1026658","1408"
"669084","Santa Clara","1032","126209","818"
"670280","Saratoga","113","30886","366"
"677000","Sunnyvale","981","152323","644"
