"geo_id","city","cases","population","rate"
"610345","Campbell","8016","42470","18874"
"617610","Cupertino","6259","60614","10326"
"629504","Gilroy","17488","55525","31496"
"643280","Los Altos","3832","30588","12528"
"643294","Los Altos Hills","991","8517","11636"
"644112","Los Gatos","5544","30922","17929"
"647766","Milpitas","13358","77457","17246"
"648956","Monte Sereno","450","3492","12887"
"649278","Morgan Hill","11309","43876","25775"
"649670","Mountain View","11054","80993","13648"
"0","Other/Unknown","18700","0",
"655282","Palo Alto","8190","67019","12220"
"668000","San Jose","231908","1026658","22589"
"669084","Santa Clara","21548","126209","17073"
"670280","Saratoga","3549","30886","11491"
"677000","Sunnyvale","21133","152323","13874"
