"geo_id","city","cases","population","rate"
"610345","Campbell","3003","42470","7071"
"617610","Cupertino","1391","60614","2295"
"629504","Gilroy","9329","55525","16801"
"643280","Los Altos","979","30588","3201"
"643294","Los Altos Hills","331","8517","3886"
"644112","Los Gatos","1852","30922","5989"
"647766","Milpitas","4724","77457","6099"
"648956","Monte Sereno","148","3492","4238"
"649278","Morgan Hill","5095","43876","11612"
"649670","Mountain View","4056","80993","5008"
"0","Other/Unknown","5167","0",
"655282","Palo Alto","2237","67019","3338"
"668000","San Jose","99993","1026658","9740"
"669084","Santa Clara","7633","126209","6048"
"670280","Saratoga","973","30886","3150"
"677000","Sunnyvale","7537","152323","4948"
