"geo_id","city","cases","population","rate"
"610345","Campbell","1638","42470","3857"
"617610","Cupertino","691","60614","1140"
"629504","Gilroy","6219","55525","11200"
"643280","Los Altos","537","30588","1756"
"643294","Los Altos Hills","168","8517","1973"
"644112","Los Gatos","902","30922","2917"
"647766","Milpitas","2830","77457","3654"
"648956","Monte Sereno","69","3492","1976"
"649278","Morgan Hill","2858","43876","6514"
"649670","Mountain View","2371","80993","2927"
"0","Other/Unknown","3908","0",
"655282","Palo Alto","1141","67019","1703"
"668000","San Jose","62668","1026658","6104"
"669084","Santa Clara","4127","126209","3270"
"670280","Saratoga","485","30886","1570"
"677000","Sunnyvale","4293","152323","2818"
