"geo_id","city","cases","population","rate"
"610345","Campbell","2647","42470","6233"
"617610","Cupertino","1175","60614","1938"
"629504","Gilroy","8601","55525","15490"
"643280","Los Altos","851","30588","2782"
"643294","Los Altos Hills","287","8517","3370"
"644112","Los Gatos","1580","30922","5110"
"647766","Milpitas","4342","77457","5606"
"648956","Monte Sereno","127","3492","3637"
"649278","Morgan Hill","4514","43876","10288"
"649670","Mountain View","3678","80993","4541"
"0","Other/Unknown","4740","0",
"655282","Palo Alto","1950","67019","2910"
"668000","San Jose","91491","1026658","8912"
"669084","Santa Clara","6812","126209","5397"
"670280","Saratoga","831","30886","2691"
"677000","Sunnyvale","6775","152323","4448"
