"geo_id","city","cases","population","rate"
"610345","Campbell","2091","42470","4923"
"617610","Cupertino","941","60614","1552"
"629504","Gilroy","7595","55525","13679"
"643280","Los Altos","686","30588","2243"
"643294","Los Altos Hills","239","8517","2806"
"644112","Los Gatos","1221","30922","3949"
"647766","Milpitas","3687","77457","4760"
"648956","Monte Sereno","95","3492","2721"
"649278","Morgan Hill","3617","43876","8244"
"649670","Mountain View","3092","80993","3818"
"0","Other/Unknown","4236","0",
"655282","Palo Alto","1527","67019","2278"
"668000","San Jose","78145","1026658","7612"
"669084","Santa Clara","5583","126209","4424"
"670280","Saratoga","661","30886","2140"
"677000","Sunnyvale","5648","152323","3708"
