"geo_id","city","cases","population","rate"
"610345","Campbell","493","42470","1161"
"617610","Cupertino","179","60614","295"
"629504","Gilroy","1925","55525","3467"
"643280","Los Altos","160","30588","523"
"643294","Los Altos Hills","47","8517","552"
"644112","Los Gatos","233","30922","754"
"647766","Milpitas","743","77457","959"
"648956","Monte Sereno","27","3492","773"
"649278","Morgan Hill","803","43876","1830"
"649670","Mountain View","719","80993","888"
"0","Other/Unknown","1063","0",
"655282","Palo Alto","371","67019","554"
"668000","San Jose","18531","1026658","1805"
"669084","Santa Clara","1307","126209","1036"
"670280","Saratoga","161","30886","521"
"677000","Sunnyvale","1215","152323","798"
