"geo_id","city","cases","population","rate"
"610345","Campbell","1902","42470","4478"
"617610","Cupertino","815","60614","1345"
"629504","Gilroy","7274","55525","13100"
"643280","Los Altos","632","30588","2066"
"643294","Los Altos Hills","202","8517","2372"
"644112","Los Gatos","1100","30922","3557"
"647766","Milpitas","3350","77457","4325"
"648956","Monte Sereno","78","3492","2234"
"649278","Morgan Hill","3374","43876","7690"
"649670","Mountain View","2799","80993","3456"
"0","Other/Unknown","4202","0",
"655282","Palo Alto","1359","67019","2028"
"668000","San Jose","72867","1026658","7097"
"669084","Santa Clara","4962","126209","3932"
"670280","Saratoga","586","30886","1897"
"677000","Sunnyvale","5119","152323","3361"
