"geo_id","city","cases","population","rate"
"610345","Campbell","1195","42470","2814"
"617610","Cupertino","516","60614","851"
"629504","Gilroy","4765","55525","8582"
"643280","Los Altos","411","30588","1344"
"643294","Los Altos Hills","113","8517","1327"
"644112","Los Gatos","686","30922","2218"
"647766","Milpitas","1998","77457","2579"
"648956","Monte Sereno","58","3492","1661"
"649278","Morgan Hill","2063","43876","4702"
"649670","Mountain View","1740","80993","2148"
"0","Other/Unknown","3022","0",
"655282","Palo Alto","848","67019","1265"
"668000","San Jose","45955","1026658","4476"
"669084","Santa Clara","3049","126209","2416"
"670280","Saratoga","384","30886","1243"
"677000","Sunnyvale","3076","152323","2019"
