"geo_id","city","cases","population","rate"
"610345","Campbell","7581","42470","17850"
"617610","Cupertino","5803","60614","9574"
"629504","Gilroy","16719","55525","30111"
"643280","Los Altos","3581","30588","11707"
"643294","Los Altos Hills","938","8517","11013"
"644112","Los Gatos","5266","30922","17030"
"647766","Milpitas","12580","77457","16241"
"648956","Monte Sereno","432","3492","12371"
"649278","Morgan Hill","10798","43876","24610"
"649670","Mountain View","10465","80993","12921"
"0","Other/Unknown","17995","0",
"655282","Palo Alto","7633","67019","11389"
"668000","San Jose","219446","1026658","21375"
"669084","Santa Clara","20357","126209","16130"
"670280","Saratoga","3305","30886","10701"
"677000","Sunnyvale","19954","152323","13100"
