"geo_id","city","cases","population","rate"
"610345","Campbell","365","42470","859"
"617610","Cupertino","121","60614","200"
"629504","Gilroy","1548","55525","2788"
"643280","Los Altos","125","30588","409"
"643294","Los Altos Hills","33","8517","387"
"644112","Los Gatos","175","30922","566"
"647766","Milpitas","553","77457","714"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","619","43876","1411"
"649670","Mountain View","581","80993","717"
"0","Other/Unknown","849","0",
"655282","Palo Alto","299","67019","446"
"668000","San Jose","14100","1026658","1373"
"669084","Santa Clara","1000","126209","792"
"670280","Saratoga","110","30886","356"
"677000","Sunnyvale","960","152323","630"
