"geo_id","city","cases","population","rate"
"610345","Campbell","512","42470","1206"
"617610","Cupertino","187","60614","309"
"629504","Gilroy","2027","55525","3651"
"643280","Los Altos","165","30588","539"
"643294","Los Altos Hills","51","8517","599"
"644112","Los Gatos","243","30922","786"
"647766","Milpitas","763","77457","985"
"648956","Monte Sereno","28","3492","802"
"649278","Morgan Hill","839","43876","1912"
"649670","Mountain View","751","80993","927"
"0","Other/Unknown","1066","0",
"655282","Palo Alto","382","67019","570"
"668000","San Jose","19239","1026658","1874"
"669084","Santa Clara","1348","126209","1068"
"670280","Saratoga","167","30886","541"
"677000","Sunnyvale","1255","152323","824"
