"geo_id","city","cases","population","rate"
"610345","Campbell","2971","42470","6996"
"617610","Cupertino","1374","60614","2267"
"629504","Gilroy","9248","55525","16656"
"643280","Los Altos","964","30588","3152"
"643294","Los Altos Hills","322","8517","3781"
"644112","Los Gatos","1832","30922","5925"
"647766","Milpitas","4692","77457","6058"
"648956","Monte Sereno","147","3492","4210"
"649278","Morgan Hill","5065","43876","11544"
"649670","Mountain View","4008","80993","4949"
"0","Other/Unknown","5261","0",
"655282","Palo Alto","2204","67019","3289"
"668000","San Jose","99244","1026658","9667"
"669084","Santa Clara","7547","126209","5980"
"670280","Saratoga","963","30886","3118"
"677000","Sunnyvale","7490","152323","4917"
