"geo_id","city","cases","population","rate"
"610345","Campbell","924","42470","2176"
"617610","Cupertino","327","60614","539"
"629504","Gilroy","3566","55525","6422"
"643280","Los Altos","287","30588","938"
"643294","Los Altos Hills","85","8517","998"
"644112","Los Gatos","494","30922","1598"
"647766","Milpitas","1428","77457","1844"
"648956","Monte Sereno","41","3492","1174"
"649278","Morgan Hill","1542","43876","3514"
"649670","Mountain View","1343","80993","1658"
"0","Other/Unknown","2219","0",
"655282","Palo Alto","631","67019","942"
"668000","San Jose","33740","1026658","3286"
"669084","Santa Clara","2227","126209","1765"
"670280","Saratoga","259","30886","839"
"677000","Sunnyvale","2120","152323","1392"
