"geo_id","city","cases","population","rate"
"610345","Campbell","1140","42470","2684"
"617610","Cupertino","492","60614","812"
"629504","Gilroy","4520","55525","8140"
"643280","Los Altos","390","30588","1275"
"643294","Los Altos Hills","97","8517","1139"
"644112","Los Gatos","649","30922","2099"
"647766","Milpitas","1865","77457","2408"
"648956","Monte Sereno","58","3492","1661"
"649278","Morgan Hill","1978","43876","4508"
"649670","Mountain View","1662","80993","2052"
"0","Other/Unknown","2775","0",
"655282","Palo Alto","796","67019","1188"
"668000","San Jose","43763","1026658","4263"
"669084","Santa Clara","2839","126209","2249"
"670280","Saratoga","352","30886","1140"
"677000","Sunnyvale","2893","152323","1899"
