"geo_id","city","cases","population","rate"
"610345","Campbell","445","42470","1048"
"617610","Cupertino","152","60614","251"
"629504","Gilroy","1753","55525","3157"
"643280","Los Altos","135","30588","441"
"643294","Los Altos Hills","43","8517","505"
"644112","Los Gatos","210","30922","679"
"647766","Milpitas","656","77457","847"
"648956","Monte Sereno","21","3492","601"
"649278","Morgan Hill","696","43876","1586"
"649670","Mountain View","668","80993","825"
"0","Other/Unknown","973","0",
"655282","Palo Alto","340","67019","507"
"668000","San Jose","16475","1026658","1605"
"669084","Santa Clara","1182","126209","937"
"670280","Saratoga","143","30886","463"
"677000","Sunnyvale","1094","152323","718"
