"geo_id","city","cases","population","rate"
"610345","Campbell","297","42470","699"
"617610","Cupertino","99","60614","163"
"629504","Gilroy","1152","55525","2075"
"643280","Los Altos","93","30588","304"
"643294","Los Altos Hills","26","8517","305"
"644112","Los Gatos","142","30922","459"
"647766","Milpitas","444","77457","573"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","497","43876","1133"
"649670","Mountain View","409","80993","505"
"0","Other/Unknown","738","0",
"655282","Palo Alto","239","67019","357"
"668000","San Jose","11510","1026658","1121"
"669084","Santa Clara","818","126209","648"
"670280","Saratoga","85","30886","275"
"677000","Sunnyvale","783","152323","514"
