"geo_id","city","cases","population","rate"
"610345","Campbell","276","42470","650"
"617610","Cupertino","91","60614","150"
"629504","Gilroy","1030","55525","1855"
"643280","Los Altos","83","30588","271"
"643294","Los Altos Hills","24","8517","282"
"644112","Los Gatos","127","30922","411"
"647766","Milpitas","401","77457","518"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","448","43876","1021"
"649670","Mountain View","352","80993","435"
"0","Other/Unknown","712","0",
"655282","Palo Alto","207","67019","309"
"668000","San Jose","10396","1026658","1013"
"669084","Santa Clara","743","126209","589"
"670280","Saratoga","75","30886","243"
"677000","Sunnyvale","706","152323","463"
