"geo_id","city","cases","population","rate"
"610345","Campbell","1038","42470","2444"
"617610","Cupertino","373","60614","615"
"629504","Gilroy","4094","55525","7373"
"643280","Los Altos","342","30588","1118"
"643294","Los Altos Hills","93","8517","1092"
"644112","Los Gatos","555","30922","1795"
"647766","Milpitas","1635","77457","2111"
"648956","Monte Sereno","53","3492","1518"
"649278","Morgan Hill","1783","43876","4064"
"649670","Mountain View","1496","80993","1847"
"0","Other/Unknown","2447","0",
"655282","Palo Alto","715","67019","1067"
"668000","San Jose","38701","1026658","3770"
"669084","Santa Clara","2513","126209","1991"
"670280","Saratoga","304","30886","984"
"677000","Sunnyvale","2495","152323","1638"
