"geo_id","city","cases","population","rate"
"610345","Campbell","528","42470","1243"
"617610","Cupertino","199","60614","328"
"629504","Gilroy","2146","55525","3865"
"643280","Los Altos","177","30588","579"
"643294","Los Altos Hills","54","8517","634"
"644112","Los Gatos","261","30922","844"
"647766","Milpitas","798","77457","1030"
"648956","Monte Sereno","30","3492","859"
"649278","Morgan Hill","872","43876","1987"
"649670","Mountain View","789","80993","974"
"0","Other/Unknown","1166","0",
"655282","Palo Alto","393","67019","586"
"668000","San Jose","20092","1026658","1957"
"669084","Santa Clara","1410","126209","1117"
"670280","Saratoga","176","30886","570"
"677000","Sunnyvale","1320","152323","867"
