"geo_id","city","cases","population","rate"
"610345","Campbell","364","42470","857"
"617610","Cupertino","118","60614","195"
"629504","Gilroy","1542","55525","2777"
"643280","Los Altos","124","30588","405"
"643294","Los Altos Hills","33","8517","387"
"644112","Los Gatos","173","30922","559"
"647766","Milpitas","550","77457","710"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","615","43876","1402"
"649670","Mountain View","578","80993","714"
"0","Other/Unknown","849","0",
"655282","Palo Alto","298","67019","445"
"668000","San Jose","14054","1026658","1369"
"669084","Santa Clara","997","126209","790"
"670280","Saratoga","109","30886","353"
"677000","Sunnyvale","956","152323","628"
