"geo_id","city","cases","population","rate"
"610345","Campbell","1090","42470","2567"
"617610","Cupertino","432","60614","713"
"629504","Gilroy","4355","55525","7843"
"643280","Los Altos","379","30588","1239"
"643294","Los Altos Hills","96","8517","1127"
"644112","Los Gatos","614","30922","1986"
"647766","Milpitas","1773","77457","2289"
"648956","Monte Sereno","57","3492","1632"
"649278","Morgan Hill","1900","43876","4330"
"649670","Mountain View","1597","80993","1972"
"0","Other/Unknown","2695","0",
"655282","Palo Alto","765","67019","1141"
"668000","San Jose","41747","1026658","4066"
"669084","Santa Clara","2720","126209","2155"
"670280","Saratoga","331","30886","1072"
"677000","Sunnyvale","2751","152323","1806"
