"geo_id","city","cases","population","rate"
"610345","Campbell","344","42470","810"
"617610","Cupertino","112","60614","185"
"629504","Gilroy","1474","55525","2655"
"643280","Los Altos","119","30588","389"
"643294","Los Altos Hills","31","8517","364"
"644112","Los Gatos","166","30922","537"
"647766","Milpitas","524","77457","677"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","592","43876","1349"
"649670","Mountain View","551","80993","680"
"0","Other/Unknown","832","0",
"655282","Palo Alto","284","67019","424"
"668000","San Jose","13502","1026658","1315"
"669084","Santa Clara","937","126209","742"
"670280","Saratoga","107","30886","346"
"677000","Sunnyvale","917","152323","602"
