"geo_id","city","cases","population","rate"
"610345","Campbell","1929","42470","4542"
"617610","Cupertino","819","60614","1351"
"629504","Gilroy","7362","55525","13259"
"643280","Los Altos","643","30588","2102"
"643294","Los Altos Hills","210","8517","2466"
"644112","Los Gatos","1130","30922","3654"
"647766","Milpitas","3392","77457","4379"
"648956","Monte Sereno","80","3492","2291"
"649278","Morgan Hill","3436","43876","7831"
"649670","Mountain View","2857","80993","3527"
"0","Other/Unknown","4210","0",
"655282","Palo Alto","1392","67019","2077"
"668000","San Jose","74146","1026658","7222"
"669084","Santa Clara","5071","126209","4018"
"670280","Saratoga","597","30886","1933"
"677000","Sunnyvale","5196","152323","3411"
