"geo_id","city","cases","population","rate"
"610345","Campbell","180","42470","424"
"617610","Cupertino","64","60614","106"
"629504","Gilroy","469","55525","845"
"643280","Los Altos","65","30588","213"
"643294","Los Altos Hills","17","8517","200"
"644112","Los Gatos","75","30922","243"
"647766","Milpitas","206","77457","266"
"648956","Monte Sereno","15","3492","430"
"649278","Morgan Hill","223","43876","508"
"649670","Mountain View","188","80993","232"
"0","Other/Unknown","531","0",
"655282","Palo Alto","145","67019","216"
"668000","San Jose","5719","1026658","557"
"669084","Santa Clara","459","126209","364"
"670280","Saratoga","53","30886","172"
"677000","Sunnyvale","424","152323","278"
