"geo_id","city","cases","population","rate"
"610345","Campbell","881","42470","2074"
"617610","Cupertino","315","60614","520"
"629504","Gilroy","3446","55525","6206"
"643280","Los Altos","283","30588","925"
"643294","Los Altos Hills","80","8517","939"
"644112","Los Gatos","476","30922","1539"
"647766","Milpitas","1377","77457","1778"
"648956","Monte Sereno","41","3492","1174"
"649278","Morgan Hill","1506","43876","3432"
"649670","Mountain View","1317","80993","1626"
"0","Other/Unknown","1995","0",
"655282","Palo Alto","604","67019","901"
"668000","San Jose","32430","1026658","3159"
"669084","Santa Clara","2166","126209","1716"
"670280","Saratoga","252","30886","816"
"677000","Sunnyvale","2047","152323","1344"
