"geo_id","city","cases","population","rate"
"610345","Campbell","1854","42470","4365"
"617610","Cupertino","792","60614","1307"
"629504","Gilroy","7042","55525","12683"
"643280","Los Altos","616","30588","2014"
"643294","Los Altos Hills","182","8517","2137"
"644112","Los Gatos","1060","30922","3428"
"647766","Milpitas","3229","77457","4169"
"648956","Monte Sereno","74","3492","2119"
"649278","Morgan Hill","3253","43876","7414"
"649670","Mountain View","2712","80993","3348"
"0","Other/Unknown","4186","0",
"655282","Palo Alto","1342","67019","2002"
"668000","San Jose","70517","1026658","6869"
"669084","Santa Clara","4746","126209","3760"
"670280","Saratoga","553","30886","1790"
"677000","Sunnyvale","4952","152323","3251"
