"geo_id","city","cases","population","rate"
"610345","Campbell","730","42470","1719"
"617610","Cupertino","274","60614","452"
"629504","Gilroy","2834","55525","5104"
"643280","Los Altos","234","30588","765"
"643294","Los Altos Hills","71","8517","834"
"644112","Los Gatos","390","30922","1261"
"647766","Milpitas","1071","77457","1383"
"648956","Monte Sereno","36","3492","1031"
"649278","Morgan Hill","1246","43876","2840"
"649670","Mountain View","1128","80993","1393"
"0","Other/Unknown","1723","0",
"655282","Palo Alto","501","67019","748"
"668000","San Jose","26616","1026658","2592"
"669084","Santa Clara","1828","126209","1448"
"670280","Saratoga","222","30886","719"
"677000","Sunnyvale","1720","152323","1129"
