"geo_id","city","cases","population","rate"
"610345","Campbell","693","42470","1632"
"617610","Cupertino","263","60614","434"
"629504","Gilroy","2740","55525","4935"
"643280","Los Altos","226","30588","739"
"643294","Los Altos Hills","68","8517","798"
"644112","Los Gatos","383","30922","1239"
"647766","Milpitas","1017","77457","1313"
"648956","Monte Sereno","35","3492","1002"
"649278","Morgan Hill","1197","43876","2728"
"649670","Mountain View","1093","80993","1349"
"0","Other/Unknown","1671","0",
"655282","Palo Alto","486","67019","725"
"668000","San Jose","25660","1026658","2499"
"669084","Santa Clara","1776","126209","1407"
"670280","Saratoga","215","30886","696"
"677000","Sunnyvale","1670","152323","1096"
