"geo_id","city","cases","population","rate"
"610345","Campbell","2073","42470","4881"
"617610","Cupertino","932","60614","1538"
"629504","Gilroy","7585","55525","13661"
"643280","Los Altos","684","30588","2236"
"643294","Los Altos Hills","238","8517","2794"
"644112","Los Gatos","1217","30922","3936"
"647766","Milpitas","3676","77457","4746"
"648956","Monte Sereno","94","3492","2692"
"649278","Morgan Hill","3607","43876","8221"
"649670","Mountain View","3089","80993","3814"
"0","Other/Unknown","4237","0",
"655282","Palo Alto","1520","67019","2268"
"668000","San Jose","77917","1026658","7589"
"669084","Santa Clara","5565","126209","4409"
"670280","Saratoga","653","30886","2114"
"677000","Sunnyvale","5611","152323","3684"
