"geo_id","city","cases","population","rate"
"610345","Campbell","2278","42470","5364"
"617610","Cupertino","1017","60614","1678"
"629504","Gilroy","7835","55525","14111"
"643280","Los Altos","737","30588","2409"
"643294","Los Altos Hills","257","8517","3017"
"644112","Los Gatos","1326","30922","4288"
"647766","Milpitas","3892","77457","5025"
"648956","Monte Sereno","102","3492","2921"
"649278","Morgan Hill","3866","43876","8811"
"649670","Mountain View","3260","80993","4025"
"0","Other/Unknown","4252","0",
"655282","Palo Alto","1673","67019","2496"
"668000","San Jose","81837","1026658","7971"
"669084","Santa Clara","5922","126209","4692"
"670280","Saratoga","713","30886","2308"
"677000","Sunnyvale","5987","152323","3930"
