"geo_id","city","cases","population","rate"
"610345","Campbell","1718","42470","4045"
"617610","Cupertino","720","60614","1188"
"629504","Gilroy","6559","55525","11813"
"643280","Los Altos","552","30588","1805"
"643294","Los Altos Hills","172","8517","2019"
"644112","Los Gatos","954","30922","3085"
"647766","Milpitas","2990","77457","3860"
"648956","Monte Sereno","71","3492","2033"
"649278","Morgan Hill","2964","43876","6755"
"649670","Mountain View","2470","80993","3050"
"0","Other/Unknown","4016","0",
"655282","Palo Alto","1243","67019","1855"
"668000","San Jose","65835","1026658","6413"
"669084","Santa Clara","4381","126209","3471"
"670280","Saratoga","510","30886","1651"
"677000","Sunnyvale","4547","152323","2985"
