"geo_id","city","cases","population","rate"
"610345","Campbell","373","42470","878"
"617610","Cupertino","136","60614","224"
"629504","Gilroy","1617","55525","2912"
"643280","Los Altos","126","30588","412"
"643294","Los Altos Hills","37","8517","434"
"644112","Los Gatos","191","30922","618"
"647766","Milpitas","597","77457","771"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","641","43876","1461"
"649670","Mountain View","618","80993","763"
"0","Other/Unknown","883","0",
"655282","Palo Alto","312","67019","466"
"668000","San Jose","14994","1026658","1460"
"669084","Santa Clara","1066","126209","845"
"670280","Saratoga","120","30886","389"
"677000","Sunnyvale","1011","152323","664"
