"geo_id","city","cases","population","rate"
"610345","Campbell","1530","42470","3603"
"617610","Cupertino","657","60614","1084"
"629504","Gilroy","5858","55525","10550"
"643280","Los Altos","502","30588","1641"
"643294","Los Altos Hills","160","8517","1879"
"644112","Los Gatos","852","30922","2755"
"647766","Milpitas","2641","77457","3410"
"648956","Monte Sereno","64","3492","1833"
"649278","Morgan Hill","2670","43876","6085"
"649670","Mountain View","2212","80993","2731"
"0","Other/Unknown","3693","0",
"655282","Palo Alto","1048","67019","1564"
"668000","San Jose","58271","1026658","5676"
"669084","Santa Clara","3816","126209","3024"
"670280","Saratoga","454","30886","1470"
"677000","Sunnyvale","3951","152323","2594"
