"geo_id","city","cases","population","rate"
"610345","Campbell","295","42470","695"
"617610","Cupertino","99","60614","163"
"629504","Gilroy","1111","55525","2001"
"643280","Los Altos","91","30588","298"
"643294","Los Altos Hills","26","8517","305"
"644112","Los Gatos","136","30922","440"
"647766","Milpitas","440","77457","568"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","489","43876","1115"
"649670","Mountain View","390","80993","482"
"0","Other/Unknown","747","0",
"655282","Palo Alto","235","67019","351"
"668000","San Jose","11282","1026658","1099"
"669084","Santa Clara","807","126209","639"
"670280","Saratoga","83","30886","269"
"677000","Sunnyvale","765","152323","502"
