"geo_id","city","cases","population","rate"
"610345","Campbell","6778","42470","15960"
"617610","Cupertino","4786","60614","7896"
"629504","Gilroy","15797","55525","28450"
"643280","Los Altos","2919","30588","9543"
"643294","Los Altos Hills","806","8517","9463"
"644112","Los Gatos","4699","30922","15196"
"647766","Milpitas","11070","77457","14292"
"648956","Monte Sereno","374","3492","10710"
"649278","Morgan Hill","9972","43876","22728"
"649670","Mountain View","9116","80993","11255"
"0","Other/Unknown","16363","0",
"655282","Palo Alto","6366","67019","9499"
"668000","San Jose","199718","1026658","19453"
"669084","Santa Clara","18137","126209","14371"
"670280","Saratoga","2698","30886","8735"
"677000","Sunnyvale","17515","152323","11499"
