"geo_id","city","cases","population","rate"
"610345","Campbell","520","42470","1224"
"617610","Cupertino","196","60614","323"
"629504","Gilroy","2068","55525","3724"
"643280","Los Altos","171","30588","559"
"643294","Los Altos Hills","53","8517","622"
"644112","Los Gatos","254","30922","821"
"647766","Milpitas","784","77457","1012"
"648956","Monte Sereno","30","3492","859"
"649278","Morgan Hill","861","43876","1962"
"649670","Mountain View","769","80993","949"
"0","Other/Unknown","1085","0",
"655282","Palo Alto","389","67019","580"
"668000","San Jose","19615","1026658","1911"
"669084","Santa Clara","1379","126209","1093"
"670280","Saratoga","170","30886","550"
"677000","Sunnyvale","1287","152323","845"
