"geo_id","city","cases","population","rate"
"610345","Campbell","445","42470","1048"
"617610","Cupertino","152","60614","251"
"629504","Gilroy","1750","55525","3152"
"643280","Los Altos","135","30588","441"
"643294","Los Altos Hills","43","8517","505"
"644112","Los Gatos","209","30922","676"
"647766","Milpitas","650","77457","839"
"648956","Monte Sereno","21","3492","601"
"649278","Morgan Hill","692","43876","1577"
"649670","Mountain View","666","80993","822"
"0","Other/Unknown","961","0",
"655282","Palo Alto","338","67019","504"
"668000","San Jose","16399","1026658","1597"
"669084","Santa Clara","1179","126209","934"
"670280","Saratoga","139","30886","450"
"677000","Sunnyvale","1088","152323","714"
