"geo_id","city","cases","population","rate"
"610345","Campbell","913","42470","2150"
"617610","Cupertino","322","60614","531"
"629504","Gilroy","3517","55525","6334"
"643280","Los Altos","286","30588","935"
"643294","Los Altos Hills","82","8517","963"
"644112","Los Gatos","488","30922","1578"
"647766","Milpitas","1405","77457","1814"
"648956","Monte Sereno","41","3492","1174"
"649278","Morgan Hill","1531","43876","3489"
"649670","Mountain View","1334","80993","1647"
"0","Other/Unknown","2007","0",
"655282","Palo Alto","615","67019","918"
"668000","San Jose","33230","1026658","3237"
"669084","Santa Clara","2204","126209","1746"
"670280","Saratoga","256","30886","829"
"677000","Sunnyvale","2084","152323","1368"
