"geo_id","city","cases","population","rate"
"610345","Campbell","623","42470","1467"
"617610","Cupertino","236","60614","389"
"629504","Gilroy","2457","55525","4425"
"643280","Los Altos","208","30588","680"
"643294","Los Altos Hills","64","8517","751"
"644112","Los Gatos","323","30922","1045"
"647766","Milpitas","915","77457","1181"
"648956","Monte Sereno","31","3492","888"
"649278","Morgan Hill","1035","43876","2359"
"649670","Mountain View","951","80993","1174"
"0","Other/Unknown","1474","0",
"655282","Palo Alto","436","67019","651"
"668000","San Jose","23008","1026658","2241"
"669084","Santa Clara","1604","126209","1271"
"670280","Saratoga","201","30886","651"
"677000","Sunnyvale","1519","152323","997"
