"geo_id","city","cases","population","rate"
"610345","Campbell","1903","42470","4481"
"617610","Cupertino","815","60614","1345"
"629504","Gilroy","7275","55525","13102"
"643280","Los Altos","632","30588","2066"
"643294","Los Altos Hills","203","8517","2383"
"644112","Los Gatos","1101","30922","3561"
"647766","Milpitas","3346","77457","4320"
"648956","Monte Sereno","78","3492","2234"
"649278","Morgan Hill","3374","43876","7690"
"649670","Mountain View","2801","80993","3458"
"0","Other/Unknown","4433","0",
"655282","Palo Alto","1354","67019","2020"
"668000","San Jose","72772","1026658","7088"
"669084","Santa Clara","4968","126209","3936"
"670280","Saratoga","585","30886","1894"
"677000","Sunnyvale","5115","152323","3358"
