"race_eth","count","percent_group","rates","percent_pop"
"African American","2088","1.83457","4398.28955","2.36"
"Asian","19100","16.78177","2915.11817","35.65"
"Latino","57867","50.84348","10580.52366","25.78"
"Native Hawaiian & Other Pacific Islander","547","0.48061","7748.97294","0.32"
"White","15090","13.25847","2250.90506","32.04"
"Other","8188","7.19419",,"3.85"
"Unknown","10934","9.6069",,
