"race_eth","count","percent_group","rates","percent_pop"
"African American","372","1.8","783.6","2.36"
"Asian","2229","10.5","340.2","35.65"
"Latino","12038","56.9","2201.1","25.78"
"Native Hawaiian & Other Pacific Islander","112","0.5","1586.6","0.32"
"White","2267","10.7","338.2","32.04"
"Other","1400","6.6",,"3.85"
"Unknown","2735","12.9",,
