"race_eth","count","percent_group","rates","percent_pop"
"African American","2148","1.85452","4524.67718","2.36"
"Asian","19591","16.91431","2990.05655","35.65"
"Latino","58606","50.59875","10715.64397","25.78"
"Native Hawaiian & Other Pacific Islander","562","0.48521","7961.46763","0.32"
"White","15514","13.39434","2314.15117","32.04"
"Other","8342","7.20224",,"3.85"
"Unknown","11062","9.55062",,
