"race_eth","count","percent_group","rates","percent_pop"
"African American","740","1.88809","1558.78078","2.36"
"Asian","5476","13.97188","835.76896","35.65"
"Latino","22257","56.7882","4069.51657","25.78"
"Native Hawaiian & Other Pacific Islander","193","0.49243","2734.09831","0.32"
"White","4845","12.3619","722.7061","32.04"
"Other","1957","4.99324",,"3.85"
"Unknown","3725","9.50425",,
