"race_eth","count","percent_group","rates","percent_pop"
"African American","2022","1.82308","4259.26316","2.36"
"Asian","18401","16.59078","2808.434","35.65"
"Latino","56514","50.95437","10333.1383","25.78"
"Native Hawaiian & Other Pacific Islander","527","0.47516","7465.64669","0.32"
"White","14622","13.18354","2181.09568","32.04"
"Other","7973","7.18865",,"3.85"
"Unknown","10852","9.78442",,
