"race_eth","count","percent_group","rates","percent_pop"
"African American","447","1.67122","941.58785","2.36"
"Asian","2790","10.43108","425.82093","35.65"
"Latino","15093","56.42876","2759.63578","25.78"
"Native Hawaiian & Other Pacific Islander","132","0.49351","1869.95325","0.32"
"White","2995","11.19752","446.75021","32.04"
"Other","1837","6.86806",,"3.85"
"Unknown","3453","12.90986",,
