"race_eth","count","percent_group","rates","percent_pop"
"African American","6344","1.74261","14017.10157","2.4"
"Asian","71345","19.59753","10202.4911","37.7"
"Latino","121726","33.43652","24792.5569","26.5"
"Native Hawaiian & Other Pacific Islander","2229","0.61228","35784.23503","0.3"
"White","58164","15.97688","9567.97384","32.8"
"Other","45848","12.59384","832842.87012","0.3"
"Unknown","58395","16.04034",,
