"race_eth","count","percent_group","rates","percent_pop"
"African American","7033","1.71996","15539.45072","2.4"
"Asian","83584","20.44088","11952.69488","37.7"
"Latino","133030","32.53315","27094.90038","26.5"
"Native Hawaiian & Other Pacific Islander","2501","0.61163","40150.90705","0.3"
"White","65543","16.02887","10781.81881","32.8"
"Other","49294","12.05509","895440.50863","0.3"
"Unknown","67921","16.61042",,
