"race_eth","count","percent_group","rates","percent_pop"
"African American","312","1.9","657.2","2.36"
"Asian","1668","9.9","254.6","35.65"
"Latino","9178","54.6","1678.1","25.78"
"Native Hawaiian & Other Pacific Islander","99","0.6","1402.5","0.32"
"White","1816","10.8","270.9","32.04"
"Other","1185","7",,"3.85"
"Unknown","2556","15.2",,
