"race_eth","count","percent_group","rates","percent_pop"
"African American","1064","1.77561","2241.27399","2.36"
"Asian","8958","14.94918","1367.20568","35.65"
"Latino","31712","52.92125","5798.2886","25.78"
"Native Hawaiian & Other Pacific Islander","276","0.46059","3909.90225","0.32"
"White","7281","12.15059","1086.07288","32.04"
"Other","3771","6.29308",,"3.85"
"Unknown","6861","11.44969",,
