"race_eth","count","percent_group","rates","percent_pop"
"African American","2237","1.88711","4712.15217","2.36"
"Asian","20287","17.11391","3096.28284","35.65"
"Latino","59678","50.34376","10911.6507","25.78"
"Native Hawaiian & Other Pacific Islander","580","0.48928","8216.46126","0.32"
"White","16012","13.50756","2388.43551","32.04"
"Other","8573","7.2321",,"3.85"
"Unknown","11174","9.42627",,
