"race_eth","count","percent_group","rates","percent_pop"
"African American","276","1.9","581.4","2.36"
"Asian","1506","10.1","229.9","35.65"
"Latino","8091","54.4","1479.4","25.78"
"Native Hawaiian & Other Pacific Islander","87","0.6","1232.5","0.32"
"White","1636","11","244","32.04"
"Other","1011","6.8",,"3.85"
"Unknown","2265","15.2",,
