"race_eth","count","percent_group","rates","percent_pop"
"African American","2253","1.89226","4745.85554","2.36"
"Asian","20438","17.16556","3119.32906","35.65"
"Latino","59898","50.3074","10951.87596","25.78"
"Native Hawaiian & Other Pacific Islander","585","0.49133","8287.29282","0.32"
"White","16083","13.50786","2399.02625","32.04"
"Other","8626","7.24484",,"3.85"
"Unknown","11181","9.39075",,
