"race_eth","count","percent_group","rates","percent_pop"
"African American","5489","1.80559","12127.97455","2.4"
"Asian","52496","17.26842","7507.04286","37.7"
"Latino","111781","36.77007","22767.00789","26.5"
"Native Hawaiian & Other Pacific Islander","1822","0.59934","29250.28094","0.3"
"White","46406","15.26513","7633.78368","32.8"
"Other","39689","13.05559","720962.76113","0.3"
"Unknown","46317","15.23586",,
